Facility ID,Facility Name,Address,State,City,County,Zip Code,Phone Number,State Facility Type 1 Literal,State Facility Type 2 Literal,Date Accessed
013409NFS,Stonecroft Health Campus,363 SOUTH FIELDSTONE BLVD,IN,Bloomington,Monroe,47403,8128250551,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
13439,Primrose Of Mishawaka,820 FULMER ROAD,IN,Mishawaka,St Joseph,46544,5742593211,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
013444NFS,Wellbrooke Of Carmel,12315 PENNSYLVANIA STREET,IN,Carmel,Hamilton,46032,3175697200,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
013452NFS,Symphony Of Crown Point  Llc,1555 S MAIN STREET,IN,Crown Point,Lake,46307,2193238700,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
013455NFS,Cumberland Trace Health & Living Community,1925 REEVES ROAD,IN,Plainfield,Hendricks,46168,3178387070,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
13460,Indiana Masonic Home Inc,690 STATE STREET,IN,Franklin,Johnson,46131,3177366141,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
013462NFS,Symphony Of Dyer Llc,1532 CALUMET AVENUE,IN,Dyer,Lake,46311,2195154700,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
13463,Georgetown Place,1717 MAPLECREST ROAD,IN,Fort Wayne,Allen,46815,2604936927,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
013499NFS,"Springs At Lafayette, The",2402 SOUTH STREET,IN,Lafayette,Tippecanoe,47904,7654469229,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
13510,Woodland Terrace Of Carmel,689 PRO MED LANE,IN,Carmel,Hamilton,46032,3176160858,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
013535NFS,River Terrace Health Campus,120 PRESBYTERIAN AVE,IN,Madison,Jefferson,47250,8122650080,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
13555,Grand Emerald Place,4010 S IRONWOOD DR,IN,South Bend,St Joseph,46614,5742912222,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
013556NFS,Copper Trace Health & Living Community,1250 W 146TH STREET,IN,Westfield,Hamilton,46074,3178445050,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
13578,Crownpointe Of Hartford City,100 INDEPENDENCE PARKWAY,IN,Hartford City,Blackford,47348,7653483250,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
13582,Crownpointe Of Lebanon,610 CROWNPOINTE DRIVE,IN,Lebanon,Boone,46052,7654823436,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
13612,North Woods Village At Inverness Lake,8075 GLENCARIN BOULEVARD,IN,Fort Wayne,Allen,46804,2604201866,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
13613,"Oasis Assisted Living, Inc",4301 WASHINGTON AVE,IN,Evansville,Vanderburgh,47714,8123033310,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
013635NFS,"Springs Of Richmond, The",400 INDUSTRIES ROAD,IN,Richmond,Wayne,47374,7659350135,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
13642,Walnut Creek Alzheimer'S,525 BENTEE WES COURT,IN,Evansville,Vanderburgh,47715,8124713100,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
13687,Lincolnshire Place - Fort Wayne,11911 DIEBOLD ROAD,IN,Fort Wayne,Allen,46845,8477776933,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
013688NFS,Symphony Of Chesterton Llc,2775 VILLAGE POINT,IN,Chesterton,Porter,46304,2193046700,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
013694NFS,"Springs Of Mooresville, The",302 NORTH JOHNSON ROAD,IN,Mooresville,Morgan,46158,3178319033,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
013702NFS,Harrison Springs Health Campus,871 PACER DRIVE NW,IN,Corydon,Harrison,47112,8127380317,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
013703NFS,North River Health Campus,811 E BASELINE ROAD,IN,Evansville,Vanderburgh,47725,8128677256,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
013704NFS,Orchard Pointe Health Campus,702 SAWYER ROAD,IN,Kendallville,Noble,46755,2603473333,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
13719,Rose Senior Living Carmel,1285 FAIRFAX MANOR DRIVE,IN,Carmel,Hamilton,46032,3172498830,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
13733,Journey Senior Living Of Merrillville Llc,7900 RHODE ISLAND STREET,IN,Merrillville,Lake,46410,2195254123,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
13766,Gentry Park ,901 S HASTINGS DR,IN,Bloomington,Monroe,47401,8126681200,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
13801,Silver Birch Of Hammond,5620 SOHL AVENUE,IN,Hammond,Lake,46320,2199379085,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
13811,Primrose Memory Care Of Anderson,2101 N MADISON AVENUE,IN,Anderson,Madison,46011,7656410050,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
13824,Hi Jill'S House Llc,751 E TAMARACK TRAIL,IN,Bloomington,Monroe,47408,8127877692,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
13825,Clarendale Of Schererville,7770 BURR STREET,IN,Schererville,Lake,46375,2193228855,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
13838,Gi-Xxxiv Summers Pointe Operator Llc,1 SUNSET DRIVE,IN,Winchester,Randolph,47394,7655847676,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
13841,Clarksville Senior Living Llc,400 HUNTER STATION ROAD,IN,Sellersburg,Clark,47172,8127485258,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
13846,Primrose Of Newburgh,9800 LINCOLN AVE,IN,Newburgh,Warrick,47630,8125730088,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
13847,Mccordsville Senior Living Llc,6311 W CR 900 N,IN,Mccordsville,Hancock,46055,3173359900,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
13880,1717 Senior Living Llc,1703 W 86TH STREET,IN,Indianapolis,Marion,46260,3178762916,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
13896,Woodland Terrace Of New Palestine Llc,4400 TERRACE DRIVE,IN,New Palestine,Hancock,46163,3173538311,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
13933,Anthology Of Meridian Hills,8549 N MERIDIAN STREET,IN,Indianapolis,Marion,46260,3172532020,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
13945,"Enclave Senior Living At Saxony, The",12950 TALBLICK STREET,IN,Fishers,Hamilton,46037,3177733854,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
13946,"Villas Of Holly Brook Indiana, Llc",1941 W US HIGHWAY 40,IN,Brazil,Clay,47834,8124202243,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
13978,Saint Anne -  Victory Noll,25 VICTORY NOLL DRIVE,IN,Huntington,Huntington,46750,2602246848,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
13994,"Mansion On Main, The",1420 EAST MAIN STREET,IN,New Albany,Floyd,47150,8129141161,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14002,Evergreen Village At Bloomington,3607 SOUTH HEIRLOOM DRIVE,IN,Bloomington,Monroe,47401,8123362718,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14015,Five Star Residences Of Lafayette,250 SHENANDOAH DRIVE,IN,Lafayette,Tippecanoe,47905,7654494475,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14016,Five Star Residences Of Clearwater,4519 EAST 82ND STREET,IN,Indianapolis,Marion,46250,3178492244,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14017,Five Star Residences Of Fort Wayne,2601 COVINGTON COMMONS DRIVE,IN,Fort Wayne,Allen,46804,2604321932,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14018,Five Star Residences Of Banta Pointe,6510 U.S. 31 SOUTH,IN,Indianapolis,Marion,46227,3177834663,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14019,Five Star Residences Of Northwoods,2501 FRIENDSHIP BLVD,IN,Kokomo,Howard,46901,7654540001,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14034,Silver Birch Of Muncie,2500 W KILGORE AVENUE,IN,Muncie,Delaware,47304,7652540329,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14045,"Harrison At Eagle Valley, The",3060 VALLEY FARMS ROAD,IN,Indianapolis,Marion,46214,3172911112,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14052,Silver Birch Of Michigan City,4400 EAST MICHIGAN BLVD,IN,Michigan City,La Porte,46360,2198796115,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14059,Anson Senior Living,6800 CENTRAL BOULEVARD,IN,Zionsville,Boone,46077,3179730220,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14062,Hellenic Senior Living Of Indianapolis,8601 SOUTH SHELBY STREET,IN,Indianapolis,Marion,46227,3178854446,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14079,Demaree Crossing Assisted Living And Memory Care,1255 DEMAREE ROAD,IN,Greenwood,Johnson,46143,3173168380,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14080,Sugar Fork Crossing,1745 EAST 67TH STREET,IN,Anderson,Madison,46013,7652339360,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14090,Crownpointe Of Portland,745 PATRIOT DRIVE,IN,Portland,Jay,47371,2607263577,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14094,Wickshire West Lafayette,3575 SENIOR PLACE,IN,West Lafayette,Tippecanoe,47906,7654641805,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14109,Wickshire Fort Harrison,8025 DOUBLEDAY DRIVE,IN,Indianapolis,Marion,46216,3175462845,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14113,Heritage Park Commons,2002 HERITAGE PARK DRIVE,IN,Fort Wayne,Allen,46805,2604849557,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14137,Silver Birch Of Kokomo,408 S WASHINGTON STREET,IN,Kokomo,Howard,46901,7658687266,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14148,"Glasswater Creek Of Lafayette, Llc",208 BECK LANE,IN,Lafayette,Tippecanoe,47909,7654771140,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14166,Hellenic Senior Living Of New Albany,2632 GRANT LINE ROAD,IN,New Albany,Floyd,47150,8129449048,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14168,Grand Valley Gardens Assisted Living Facility,1151 S HUBERT CIRCLE WEST,IN,Martinsville,Morgan,46151,7655588200,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14178,Belvedere Senior Housing,343 E 90TH DRIVE,IN,Merrillville,Lake,46410,2197692145,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14213,Heritage Woods Of Noblesville,9600 E 146TH STREET,IN,Noblesville,Hamilton,46060,3173306061,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14238,Silver Birch Of Evansville,475 S GOVERNOR STREET,IN,Evansville,Vanderburgh,47713,8122544133,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14241,Hellenic Senior Living Of Elkhart,2528 BYPASS ROAD,IN,Elkhart,Elkhart,46514,5743891776,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14253,Grand Brook Memory Care Of Fishers,9796 EAST 131ST STREET,IN,Fishers,Hamilton,46038,3179142357,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14260,Silver Birch Of Mishawaka,3630 HICKORY ROAD,IN,Mishawaka,St Joseph,46545,5742527225,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14279,Oasis At 56Th,4940 WEST 56TH STREET,IN,Indianapolis,Marion,46254,3172973115,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14291,Silver Birch Of Terre Haute,650 LAFAYETTE AVENUE,IN,Terre Haute,Vigo,47807,8122370123,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14316,Silver Birch Of Fort Wayne,7125 S HANNA STREET,IN,Fort Wayne,Allen,46816,2604478811,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14376,Grand Brook Memory Care Of Zionsville,11870 SANDY DRIVE,IN,Zionsville,Boone,46077,3179750049,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14377,Heritage Woods Of Newburgh,4211 GRIMM ROAD,IN,Newburgh,Warrick,47630,8128539810,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14383,Legacy Living Of Jasper Llc,1850 WEST STATE ROAD 56,IN,Jasper,Dubois,47546,8125590200,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14410,Glasswater Creek Of Plainfield,10480 GLASSWATER LANE,IN,Plainfield,Hendricks,46168,3178395808,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14419,Brightstar Senior Living Of Fort Wayne,11430 COLDWATER ROAD,IN,Fort Wayne,Allen,46845,2602342929,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14426,Grand Brook Memory Care Of Greenwood,2444 SOUTH STATE ROAD 135,IN,Greenwood,Johnson,46143,3174991310,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14463,Lincolnshire Place - Muncie,1600 N MORRISON ROAD,IN,Muncie,Delaware,47304,7655872714,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14469,Residences At Coffee Creek,2300 VILLAGE POINT,IN,Chesterton,Porter,46304,2199215200,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14512,Evergreen Village At Fort Wayne,12523 AUBURN ROAD,IN,Fort Wayne,Allen,46845,2606372830,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14519,Vivera Senior Living Of Columbus,1971 STATE STREET,IN,Columbus,Bartholomew,47201,8123760698,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14548,Timber Creek Village,990 PROGRESS PARKWAY,IN,Shelbyville,Shelby,46176,2178219539,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14553,Silver Birch At Cook Road,3731 WEST COOK ROAD,IN,Fort Wayne,Allen,46818,2604478811,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14576,Cedarhurst Of Fort Wayne,9210 MAYSVILLE ROAD,IN,Fort Wayne,Allen,46815,2602355957,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14602,Sanctuary At St Paul'S,3602 SOUTH IRONWOOD DRIVE,IN,South Bend,St Joseph,46614,5742849000,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14623,Towne Park Assisted Living,503 S MURPHY AVE,IN,Brazil,Clay,47834,8124204100,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14910,Lake Meadows Senior Assisted Living,11570 E 126TH STREET,IN,Fishers,Hamilton,46037,3175274475,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14224,Hellenic Senior Living Of Mishawaka,1540 SOUTH LOGAN STREET,IN,Mishawaka,St Joseph,46544,5742578629,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
15179,Columbus Senior Living Llc,4300 WEST GOELLER BLVD,IN,Columbus,Bartholomew,47201,8125520500,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
