Facility ID,Facility Name,Address,State,City,County,Zip Code,Phone Number,State Facility Type 1 Literal,Type 2,Type 3
013409NFS,STONECROFT HEALTH CAMPUS,363 SOUTH FIELDSTONE BLVD,IN,BLOOMINGTON,MONROE,47403,8128250551,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
13439,PRIMROSE OF MISHAWAKA,820 FULMER ROAD,IN,MISHAWAKA,ST JOSEPH,46544,5742593211,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
013444NFS,WELLBROOKE OF CARMEL,12315 PENNSYLVANIA STREET,IN,CARMEL,HAMILTON,46032,3175697200,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
013452NFS,SYMPHONY OF CROWN POINT  LLC,1555 S MAIN STREET,IN,CROWN POINT,LAKE,46307,2193238700,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
013455NFS,CUMBERLAND TRACE HEALTH & LIVING COMMUNITY,1925 REEVES ROAD,IN,PLAINFIELD,HENDRICKS,46168,3178387070,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
13460,INDIANA MASONIC HOME INC,690 STATE STREET,IN,FRANKLIN,JOHNSON,46131,3177366141,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
013462NFS,SYMPHONY OF DYER LLC,1532 CALUMET AVENUE,IN,DYER,LAKE,46311,2195154700,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
13463,GEORGETOWN PLACE,1717 MAPLECREST ROAD,IN,FORT WAYNE,ALLEN,46815,2604936927,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
013499NFS,"SPRINGS AT LAFAYETTE, THE",2402 SOUTH STREET,IN,LAFAYETTE,TIPPECANOE,47904,7654469229,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
13510,WOODLAND TERRACE OF CARMEL,689 PRO MED LANE,IN,CARMEL,HAMILTON,46032,3176160858,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
013535NFS,RIVER TERRACE HEALTH CAMPUS,120 PRESBYTERIAN AVE,IN,MADISON,JEFFERSON,47250,8122650080,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
13555,GRAND EMERALD PLACE,4010 S IRONWOOD DR,IN,SOUTH BEND,ST JOSEPH,46614,5742912222,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
013556NFS,COPPER TRACE HEALTH & LIVING COMMUNITY,1250 W 146TH STREET,IN,WESTFIELD,HAMILTON,46074,3178445050,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
13578,CROWNPOINTE OF HARTFORD CITY,100 INDEPENDENCE PARKWAY,IN,HARTFORD CITY,BLACKFORD,47348,7653483250,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
13582,CROWNPOINTE OF LEBANON,610 CROWNPOINTE DRIVE,IN,LEBANON,BOONE,46052,7654823436,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
13612,NORTH WOODS VILLAGE AT INVERNESS LAKE,8075 GLENCARIN BOULEVARD,IN,FORT WAYNE,ALLEN,46804,2604201866,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
13613,"OASIS ASSISTED LIVING, INC",4301 WASHINGTON AVE,IN,EVANSVILLE,VANDERBURGH,47714,8123033310,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
013635NFS,"SPRINGS OF RICHMOND, THE",400 INDUSTRIES ROAD,IN,RICHMOND,WAYNE,47374,7659350135,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
13642,WALNUT CREEK ALZHEIMER'S,525 BENTEE WES COURT,IN,EVANSVILLE,VANDERBURGH,47715,8124713100,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
13687,LINCOLNSHIRE PLACE - FORT WAYNE,11911 DIEBOLD ROAD,IN,FORT WAYNE,ALLEN,46845,8477776933,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
013688NFS,SYMPHONY OF CHESTERTON LLC,2775 VILLAGE POINT,IN,CHESTERTON,PORTER,46304,2193046700,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
013694NFS,"SPRINGS OF MOORESVILLE, THE",302 NORTH JOHNSON ROAD,IN,MOORESVILLE,MORGAN,46158,3178319033,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
013702NFS,HARRISON SPRINGS HEALTH CAMPUS,871 PACER DRIVE NW,IN,CORYDON,HARRISON,47112,8127380317,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
013703NFS,NORTH RIVER HEALTH CAMPUS,811 E BASELINE ROAD,IN,EVANSVILLE,VANDERBURGH,47725,8128677256,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
013704NFS,ORCHARD POINTE HEALTH CAMPUS,702 SAWYER ROAD,IN,KENDALLVILLE,NOBLE,46755,2603473333,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
13719,ROSE SENIOR LIVING CARMEL,1285 FAIRFAX MANOR DRIVE,IN,CARMEL,HAMILTON,46032,3172498830,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
13733,JOURNEY SENIOR LIVING OF MERRILLVILLE LLC,7900 RHODE ISLAND STREET,IN,MERRILLVILLE,LAKE,46410,2195254123,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
13766,GENTRY PARK ,901 S HASTINGS DR,IN,BLOOMINGTON,MONROE,47401,8126681200,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
13801,SILVER BIRCH OF HAMMOND,5620 SOHL AVENUE,IN,HAMMOND,LAKE,46320,2199379085,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
13811,PRIMROSE MEMORY CARE OF ANDERSON,2101 N MADISON AVENUE,IN,ANDERSON,MADISON,46011,7656410050,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
13824,HI JILL'S HOUSE LLC,751 E TAMARACK TRAIL,IN,BLOOMINGTON,MONROE,47408,8127877692,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
13825,CLARENDALE OF SCHERERVILLE,7770 BURR STREET,IN,SCHERERVILLE,LAKE,46375,2193228855,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
13838,GI-XXXIV SUMMERS POINTE OPERATOR LLC,1 SUNSET DRIVE,IN,WINCHESTER,RANDOLPH,47394,7655847676,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
13841,CLARKSVILLE SENIOR LIVING LLC,400 HUNTER STATION ROAD,IN,SELLERSBURG,CLARK,47172,8127485258,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
13846,PRIMROSE OF NEWBURGH,9800 LINCOLN AVE,IN,NEWBURGH,WARRICK,47630,8125730088,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
13847,MCCORDSVILLE SENIOR LIVING LLC,6311 W CR 900 N,IN,MCCORDSVILLE,HANCOCK,46055,3173359900,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
13880,1717 SENIOR LIVING LLC,1703 W 86TH STREET,IN,INDIANAPOLIS,MARION,46260,3178762916,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
13896,WOODLAND TERRACE OF NEW PALESTINE LLC,4400 TERRACE DRIVE,IN,NEW PALESTINE,HANCOCK,46163,3173538311,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
13933,ANTHOLOGY OF MERIDIAN HILLS,8549 N MERIDIAN STREET,IN,INDIANAPOLIS,MARION,46260,3172532020,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
13945,"ENCLAVE SENIOR LIVING AT SAXONY, THE",12950 TALBLICK STREET,IN,FISHERS,HAMILTON,46037,3177733854,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
13946,"VILLAS OF HOLLY BROOK INDIANA, LLC",1941 W US HIGHWAY 40,IN,BRAZIL,CLAY,47834,8124202243,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
13978,SAINT ANNE -  VICTORY NOLL,25 VICTORY NOLL DRIVE,IN,HUNTINGTON,HUNTINGTON,46750,2602246848,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
13994,"MANSION ON MAIN, THE",1420 EAST MAIN STREET,IN,NEW ALBANY,FLOYD,47150,8129141161,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14002,EVERGREEN VILLAGE AT BLOOMINGTON,3607 SOUTH HEIRLOOM DRIVE,IN,BLOOMINGTON,MONROE,47401,8123362718,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14015,FIVE STAR RESIDENCES OF LAFAYETTE,250 SHENANDOAH DRIVE,IN,LAFAYETTE,TIPPECANOE,47905,7654494475,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14016,FIVE STAR RESIDENCES OF CLEARWATER,4519 EAST 82ND STREET,IN,INDIANAPOLIS,MARION,46250,3178492244,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14017,FIVE STAR RESIDENCES OF FORT WAYNE,2601 COVINGTON COMMONS DRIVE,IN,FORT WAYNE,ALLEN,46804,2604321932,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14018,FIVE STAR RESIDENCES OF BANTA POINTE,6510 U.S. 31 SOUTH,IN,INDIANAPOLIS,MARION,46227,3177834663,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14019,FIVE STAR RESIDENCES OF NORTHWOODS,2501 FRIENDSHIP BLVD,IN,KOKOMO,HOWARD,46901,7654540001,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14034,SILVER BIRCH OF MUNCIE,2500 W KILGORE AVENUE,IN,MUNCIE,DELAWARE,47304,7652540329,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14045,"HARRISON AT EAGLE VALLEY, THE",3060 VALLEY FARMS ROAD,IN,INDIANAPOLIS,MARION,46214,3172911112,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14052,SILVER BIRCH OF MICHIGAN CITY,4400 EAST MICHIGAN BLVD,IN,MICHIGAN CITY,LA PORTE,46360,2198796115,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14059,ANSON SENIOR LIVING,6800 CENTRAL BOULEVARD,IN,ZIONSVILLE,BOONE,46077,3179730220,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14062,HELLENIC SENIOR LIVING OF INDIANAPOLIS,8601 SOUTH SHELBY STREET,IN,INDIANAPOLIS,MARION,46227,3178854446,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14079,DEMAREE CROSSING ASSISTED LIVING AND MEMORY CARE,1255 DEMAREE ROAD,IN,GREENWOOD,JOHNSON,46143,3173168380,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14080,SUGAR FORK CROSSING,1745 EAST 67TH STREET,IN,ANDERSON,MADISON,46013,7652339360,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14090,CROWNPOINTE OF PORTLAND,745 PATRIOT DRIVE,IN,PORTLAND,JAY,47371,2607263577,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14094,WICKSHIRE WEST LAFAYETTE,3575 SENIOR PLACE,IN,WEST LAFAYETTE,TIPPECANOE,47906,7654641805,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14109,WICKSHIRE FORT HARRISON,8025 DOUBLEDAY DRIVE,IN,INDIANAPOLIS,MARION,46216,3175462845,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14113,HERITAGE PARK COMMONS,2002 HERITAGE PARK DRIVE,IN,FORT WAYNE,ALLEN,46805,2604849557,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14137,SILVER BIRCH OF KOKOMO,408 S WASHINGTON STREET,IN,KOKOMO,HOWARD,46901,7658687266,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14148,"GLASSWATER CREEK OF LAFAYETTE, LLC",208 BECK LANE,IN,LAFAYETTE,TIPPECANOE,47909,7654771140,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14166,HELLENIC SENIOR LIVING OF NEW ALBANY,2632 GRANT LINE ROAD,IN,NEW ALBANY,FLOYD,47150,8129449048,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14168,GRAND VALLEY GARDENS ASSISTED LIVING FACILITY,1151 S HUBERT CIRCLE WEST,IN,MARTINSVILLE,MORGAN,46151,7655588200,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14178,BELVEDERE SENIOR HOUSING,343 E 90TH DRIVE,IN,MERRILLVILLE,LAKE,46410,2197692145,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14213,HERITAGE WOODS OF NOBLESVILLE,9600 E 146TH STREET,IN,NOBLESVILLE,HAMILTON,46060,3173306061,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14238,SILVER BIRCH OF EVANSVILLE,475 S GOVERNOR STREET,IN,EVANSVILLE,VANDERBURGH,47713,8122544133,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14241,HELLENIC SENIOR LIVING OF ELKHART,2528 BYPASS ROAD,IN,ELKHART,ELKHART,46514,5743891776,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14253,GRAND BROOK MEMORY CARE OF FISHERS,9796 EAST 131ST STREET,IN,FISHERS,HAMILTON,46038,3179142357,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14260,SILVER BIRCH OF MISHAWAKA,3630 HICKORY ROAD,IN,MISHAWAKA,ST JOSEPH,46545,5742527225,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14279,OASIS AT 56TH,4940 WEST 56TH STREET,IN,INDIANAPOLIS,MARION,46254,3172973115,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14291,SILVER BIRCH OF TERRE HAUTE,650 LAFAYETTE AVENUE,IN,TERRE HAUTE,VIGO,47807,8122370123,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14316,SILVER BIRCH OF FORT WAYNE,7125 S HANNA STREET,IN,FORT WAYNE,ALLEN,46816,2604478811,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14376,GRAND BROOK MEMORY CARE OF ZIONSVILLE,11870 SANDY DRIVE,IN,ZIONSVILLE,BOONE,46077,3179750049,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14377,HERITAGE WOODS OF NEWBURGH,4211 GRIMM ROAD,IN,NEWBURGH,WARRICK,47630,8128539810,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14383,LEGACY LIVING OF JASPER LLC,1850 WEST STATE ROAD 56,IN,JASPER,DUBOIS,47546,8125590200,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14410,GLASSWATER CREEK OF PLAINFIELD,10480 GLASSWATER LANE,IN,PLAINFIELD,HENDRICKS,46168,3178395808,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14419,BRIGHTSTAR SENIOR LIVING OF FORT WAYNE,11430 COLDWATER ROAD,IN,FORT WAYNE,ALLEN,46845,2602342929,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14426,GRAND BROOK MEMORY CARE OF GREENWOOD,2444 SOUTH STATE ROAD 135,IN,GREENWOOD,JOHNSON,46143,3174991310,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14463,LINCOLNSHIRE PLACE - MUNCIE,1600 N MORRISON ROAD,IN,MUNCIE,DELAWARE,47304,7655872714,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14469,RESIDENCES AT COFFEE CREEK,2300 VILLAGE POINT,IN,CHESTERTON,PORTER,46304,2199215200,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14512,EVERGREEN VILLAGE AT FORT WAYNE,12523 AUBURN ROAD,IN,FORT WAYNE,ALLEN,46845,2606372830,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14519,VIVERA SENIOR LIVING OF COLUMBUS,1971 STATE STREET,IN,COLUMBUS,BARTHOLOMEW,47201,8123760698,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14548,TIMBER CREEK VILLAGE,990 PROGRESS PARKWAY,IN,SHELBYVILLE,SHELBY,46176,2178219539,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14553,SILVER BIRCH AT COOK ROAD,3731 WEST COOK ROAD,IN,FORT WAYNE,ALLEN,46818,2604478811,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14576,CEDARHURST OF FORT WAYNE,9210 MAYSVILLE ROAD,IN,FORT WAYNE,ALLEN,46815,2602355957,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14602,SANCTUARY AT ST PAUL'S,3602 SOUTH IRONWOOD DRIVE,IN,SOUTH BEND,ST JOSEPH,46614,5742849000,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14623,TOWNE PARK ASSISTED LIVING,503 S MURPHY AVE,IN,BRAZIL,CLAY,47834,8124204100,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14910,LAKE MEADOWS SENIOR ASSISTED LIVING,11570 E 126TH STREET,IN,FISHERS,HAMILTON,46037,3175274475,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14224,HELLENIC SENIOR LIVING OF MISHAWAKA,1540 SOUTH LOGAN STREET,IN,MISHAWAKA,ST JOSEPH,46544,5742578629,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
15179,COLUMBUS SENIOR LIVING LLC,4300 WEST GOELLER BLVD,IN,COLUMBUS,BARTHOLOMEW,47201,8125520500,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES