Facility Name,State Facility Type 1 Literal,License Number,State Facility Type 2 Literal,Address,State,County,Phone Number,Capacity
SKYLINE ESTATES,RESIDENTIAL FACILITY FOR GROUPS,9346-AGC-2,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",2907 N. MOUNTAIN ST. CARSON CITY NV 89703,NV,CARSON CITY,775-885-9223,67
SKYLINE ESTATES,RESIDENTIAL FACILITY FOR GROUPS,9423-AGC-3,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,2765 MOUNTAIN ST. CARSON CITY NV 89703,NV,CARSON CITY,775-885-9223,30
SOFIA'S HOME,RESIDENTIAL FACILITY FOR GROUPS,8989-AGC-3,"CHRONIC ILLNESS, MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",2612 WABASH CIRCLE SPARKS NV 89434,NV,WASHOE,775-200-3552,5
SOUTH MEADOWS RESIDENTIAL CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,9975-AGC-1,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,13495 STONEY BROOK DR RENO NV 89511,NV,WASHOE,775-685-3875,10
SPENCER LUXURY CARE LP,RESIDENTIAL FACILITY FOR GROUPS,4490-AGC-17,ALZHEIMER DISEASE,1951 PAPAGO LANE LAS VEGAS NV 89169,NV,CLARK,702-433-3735,10
SPRING VALLEY ALZ CARE CENTER,RESIDENTIAL FACILITY FOR GROUPS,3363-AGC-26,"ALZHEIMER DISEASE, CHRONIC ILLNESS",6428 CRYSTAL DEW DRIVE LAS VEGAS NV 89118,NV,CLARK,702-277-8837,10
SPRING VALLEY ALZHEIMERS CARE,RESIDENTIAL FACILITY FOR GROUPS,3729-AGC-18,ALZHEIMER DISEASE,5310 SHARON MARIE COURT LAS VEGAS NV 89118,NV,CLARK,702-251-1978,8
SPRUCE OAK RESIDENTIAL CARE FACILITY,RESIDENTIAL FACILITY FOR GROUPS,5954-AGC-17,"MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",4618 SPRUCE OAK DR NORTH LAS VEGAS NV 89031,NV,CLARK,702-462-2031,6
SRC SOUTHWEST,RESIDENTIAL FACILITY FOR GROUPS,9733-AGC-1,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",7864 APACHE CLIFF LAS VEGAS NV 89113,NV,CLARK,702-325-5355,10
STAR HORIZONS GROUP HOME,RESIDENTIAL FACILITY FOR GROUPS,290-AGC-29,"CHRONIC ILLNESS, MENTAL ILLNESS",2122 WEBSTER ST NORTH LAS VEGAS NV 89030,NV,CLARK,702-209-6627,7
STARLIGHT GROUP HOME,RESIDENTIAL FACILITY FOR GROUPS,9326-AGC-2,"ALZHEIMER DISEASE, CHRONIC ILLNESS, MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",2301 EAST 9TH ST. RENO NV 89512,NV,WASHOE,775-762-2162,9
STEPPING STONE APARTMENTS,RESIDENTIAL FACILITY FOR GROUPS,10017-AGC-1,"CHRONIC ILLNESS, MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",1405 SOUTH MOJAVE ROAD LAS VEGAS NV 89104,NV,CLARK,702-259-1903,20
STERLING RIDGE,RESIDENTIAL FACILITY FOR GROUPS,9768-AGC-1,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",4255 SPENCER STREET LAS VEGAS NV 89119,NV,CLARK,702-732-0652,95
STONE VALLEY ALZHEIMERS SPECIAL CARE CENTER,RESIDENTIAL FACILITY FOR GROUPS,7616-AGC-10,ALZHEIMER DISEASE,6155 STONE VALLEY DRIVE RENO NV 89523,NV,WASHOE,775-746-2200,66
SUMMER BREEZE RESIDENTIAL,RESIDENTIAL FACILITY FOR GROUPS,10192-AGC-0,"ALZHEIMER DISEASE, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",185 EAST WINDMILL LANE LAS VEGAS NV 89123,NV,CLARK,714-363-2060,10
SUMMERLIN RETIREMENT HOME,RESIDENTIAL FACILITY FOR GROUPS,4140-AGC-18,ALZHEIMER DISEASE,309 LA RUE COURT LAS VEGAS NV 89145,NV,CLARK,702-860-5118,10
"SUMMERLIN RETIREMENT LIVING, LLC",RESIDENTIAL FACILITY FOR GROUPS,8592-AGC-4,ALZHEIMER DISEASE,10128 SNOW CREST PLACE LAS VEGAS NV 89134,NV,CLARK,702-984-0206,7
SUMMERLIN SENIOR LIVING LLC,RESIDENTIAL FACILITY FOR GROUPS,9394-AGC-2,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",10376 STANBERRY AVE LAS VEGAS NV 89135,NV,CLARK,702-417-9757,9
SUMMIT ESTATES,RESIDENTIAL FACILITY FOR GROUPS,8476-AGC-4,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",222 EAST PATRIOT BLVD RENO NV 89511,NV,WASHOE,775-434-1880,134
SUMMIT GROUP HOME,RESIDENTIAL FACILITY FOR GROUPS,9555-AGC-2,"CHRONIC ILLNESS, MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",1620 BYRD DR SPARKS NV 89431,NV,WASHOE,775-247-4000,8
SUMMIT GROUP HOME,RESIDENTIAL FACILITY FOR GROUPS,10275-AGC-0,"CHRONIC ILLNESS, MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",9570 COMANCHE MOON DR RENO NV 89521,NV,WASHOE,775-247-4000,8
SUNLIT TERRACE GROUP HOME II,RESIDENTIAL FACILITY FOR GROUPS,10421-AGC-0,,2875 IRIDIUM COURT SPARKS NV 89436,NV,WASHOE,775-560-3178,5
SUNRISE OF HENDERSON,RESIDENTIAL FACILITY FOR GROUPS,4880-AGC-21,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES",1555 WEST HORIZON RIDGE PARKWAY HENDERSON NV 89012,NV,CLARK,702-837-6582,105
SUNSHINE CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,430-AGC-34,"CHRONIC ILLNESS, MENTAL ILLNESS",3970 MARYLAND AVE LAS VEGAS NV 89121,NV,CLARK,702-914-9858,8
SUNSHINE CARE HOME II,RESIDENTIAL FACILITY FOR GROUPS,4787-AGC-20,"ALZHEIMER DISEASE, CHRONIC ILLNESS",3045 SOUTH TIOGA WAY LAS VEGAS NV 89117,NV,CLARK,702-631-1551,10
SUNSHINE VALLEY ELDER CARE,RESIDENTIAL FACILITY FOR GROUPS,403-AGC-31,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,465 RIDGEWAY RD HENDERSON NV 89015,NV,CLARK,702-558-7662,10
SWEET HOME BELMONT LLC,RESIDENTIAL FACILITY FOR GROUPS,5462-AGC-17,"ALZHEIMER DISEASE, CHRONIC ILLNESS, MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",2908 BELMONT DR HENDERSON NV 89074,NV,CLARK,702-473-9752,10
TENDER LOVING CARE SENIOR RESIDENCE,RESIDENTIAL FACILITY FOR GROUPS,5743-AGC-12,ALZHEIMER DISEASE,1401 CASA DEL REY CRT LAS VEGAS NV 89117,NV,CLARK,702-228-2994,10
TENDER LOVING MEMORY CARE & ASSISTED LIVING HOME LLC,RESIDENTIAL FACILITY FOR GROUPS,10202-AGC-0,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",3429 WEST LONE MOUNTAIN ROAD NORTH LAS VEGAS NV 89031,NV,CLARK,626-231-1353,10
"TERRACINA HOME CARE II, LLC",RESIDENTIAL FACILITY FOR GROUPS,9896-AGC-1,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,1721 GLEN COVE CT RENO NV 89521,NV,WASHOE,775-420-5489,6
THE AMERICANA ASSISTED LIVING,RESIDENTIAL FACILITY FOR GROUPS,9945-AGC-1,"ASSISTED LIVING SERVICES, CHRONIC ILLNESS, MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",100 SOUTH 14TH STREET LAS VEGAS NV 89101,NV,CLARK,702-333-4100,88
THE BEST CHOICE GROUP HOME LLC,RESIDENTIAL FACILITY FOR GROUPS,10093-AGC-0,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",2101 MARIPOSA AVE LAS VEGAS NV 89104,NV,CLARK,702-721-3829,8
THE BRIDGE AT PARADISE VALLEY ASSISTED LIVING,RESIDENTIAL FACILITY FOR GROUPS,3091-AGC-40,"ASSISTED LIVING SERVICES, CHRONIC ILLNESS",2205 EAST HARMON AVE LAS VEGAS NV 89119,NV,CLARK,702-369-6964,91
"THE CHATEAU AT GARDNERVILLE, ASSISTED LIVING AND MEMORY CARE",RESIDENTIAL FACILITY FOR GROUPS,9538-AGC-2,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",1565 VIRGINIA RANCH ROAD GARDNERVILLE NV 89410-5704,NV,DOUGLAS,775-782-3100,150
THE ELDERLY ARISTOCRAT,RESIDENTIAL FACILITY FOR GROUPS,407-AGC-25,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,2380 MOHIGAN WAY LAS VEGAS NV 89169,NV,CLARK,702-796-9952,6
THE ELDERLY ARISTOCRAT III,RESIDENTIAL FACILITY FOR GROUPS,1954-AGC-25,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,3700 TIOGA WAY LAS VEGAS NV 89169,NV,CLARK,702-768-2304,10
THE HOMESTEAD,RESIDENTIAL FACILITY FOR GROUPS,4193-AGC-29,"ALZHEIMER DISEASE, MENTAL ILLNESS",365 WEST A STREET FALLON NV 89406,NV,CHURCHILL,775-428-2428,75
"THE HOMESTEAD AT BOULDER CITY, INC.",RESIDENTIAL FACILITY FOR GROUPS,2606-AGC-32,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",1401 MEDICAL PARK DR BOULDER CITY NV 89005,NV,CLARK,702-294-8720,84
THE LAKES SENIOR LIVING LLC,RESIDENTIAL FACILITY FOR GROUPS,9672-AGC-2,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",9209 SANDY SHORES DR LAS VEGAS NV 89117,NV,CLARK,702-586-7717,9
THE LODGE ASSISTED LIVING & MEMORY CARE COMMUNITY,RESIDENTIAL FACILITY FOR GROUPS,5165-AGC-21,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",2200 E LONG ST CARSON CITY NV 89706,NV,CARSON CITY,775-283-9888,90
THE MEADOWS HOME,RESIDENTIAL FACILITY FOR GROUPS,417-AGC-29,ALZHEIMER DISEASE,4300 DEL MONTE AVENUE LAS VEGAS NV 89102,NV,CLARK,702-258-1212,10
THE QUAIL HOUSE,RESIDENTIAL FACILITY FOR GROUPS,9911-AGC-1,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, CHRONIC ILLNESS, MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",3695 E QUAIL AVE LAS VEGAS NV 89120,NV,CLARK,702-757-8140,10
THE ROSE OF SHARON,RESIDENTIAL FACILITY FOR GROUPS,176-AGC-34,"CHRONIC ILLNESS, MENTAL ILLNESS",355 EVAN PICONE HENDERSON NV 89014,NV,CLARK,702-450-2082,8
THE ROYAL PLACE INC,RESIDENTIAL FACILITY FOR GROUPS,7273-AGC-10,"CHRONIC ILLNESS, MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",3644 MOUNTCREST DRIVE LAS VEGAS NV 89121,NV,CLARK,702-476-1533,10
"THE SEASONS OF RENO, ASSISTED LIVING AND MEMORY CARE",RESIDENTIAL FACILITY FOR GROUPS,9541-AGC-2,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",5165 SUMMIT RIDGE COURT RENO NV 89523-9092,NV,WASHOE,775-787-8200,120
THE SIENNA ARBOUR LLC,RESIDENTIAL FACILITY FOR GROUPS,10232-AGC-0,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,945 SIENNA PARK DRIVE RENO NV 89512,NV,WASHOE,707-515-9135,8
THE VICTORIAN CENTER LLC I,RESIDENTIAL FACILITY FOR GROUPS,2275-AGC-27,ALZHEIMER DISEASE,11 WHITEWIND LANE LAS VEGAS NV 89110,NV,CLARK,702-459-2561,10
THE VICTORIAN CENTER LLC II,RESIDENTIAL FACILITY FOR GROUPS,2850-AGC-26,ALZHEIMER DISEASE,1895 PRISCILLA ST LAS VEGAS NV 89115,NV,CLARK,702-453-2565,6
THERESIANE ADULT GROUP CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,423-AGC-33,"CHRONIC ILLNESS, MENTAL ILLNESS",6620 ELLERHURST DRIVE LAS VEGAS NV 89103,NV,CLARK,702-251-7886,10
TLC COSTA BRAVA LLC,RESIDENTIAL FACILITY FOR GROUPS,7889-AGC-9,"ALZHEIMER DISEASE, CHRONIC ILLNESS, MENTAL ILLNESS",6737 COSTA BRAVA ROAD LAS VEGAS NV 89146,NV,CLARK,702-556-1639,10
TOUCH OF CLASS CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,9798-AGC-1,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,935 MANZANITA LANE RENO NV 89509,NV,WASHOE,775-354-6486,9
"TRANQUIL BREEZES CARE HOME, LLC",RESIDENTIAL FACILITY FOR GROUPS,8548-AGC-4,CHRONIC ILLNESS,237 PALMETTO POINTE DRIVE HENDERSON NV 89012,NV,CLARK,702-292-4764,10
TRANQUILLIUM-HALEH SENIOR CARE,RESIDENTIAL FACILITY FOR GROUPS,10031-AGC-1,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",3460 W HALEH AVE LAS VEGAS NV 89141,NV,CLARK,415-608-1938,9
TRUE LOVING CARE II LLC,RESIDENTIAL FACILITY FOR GROUPS,7520-AGC-13,CHRONIC ILLNESS,8020 FAIRFIELD AVE LAS VEGAS NV 89123,NV,CLARK,702-480-5339,10
V N SENIOR CARE INC AT WINERY RD,RESIDENTIAL FACILITY FOR GROUPS,5679-AGC-15,ALZHEIMER DISEASE,3281 WINERY RD PAHRUMP NV 89048,NV,NYE,775-727-1261,10
V N SENIOR CARE INC OF SEVEN HILLS,RESIDENTIAL FACILITY FOR GROUPS,4100-AGC-20,ALZHEIMER DISEASE,993 GOLD BEAR DRIVE HENDERSON NV 89052,NV,CLARK,702-361-1164,9
V N SENIOR CARE OF THE VINEYARDS,RESIDENTIAL FACILITY FOR GROUPS,4406-AGC-16,ALZHEIMER DISEASE,1931 W VINEYARD DRIVE SOUTH PAHRUMP NV 89048,NV,NYE,702-501-5144,10
V NICHOLAS ADULT CARE HOME #2,RESIDENTIAL FACILITY FOR GROUPS,432-AGC-26,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,4304 EL CAMINO AVENUE LAS VEGAS NV 89102,NV,CLARK,702-220-8089,6
VALLEY OF GOLDEN AGES,RESIDENTIAL FACILITY FOR GROUPS,9907-AGC-1,"ALZHEIMER DISEASE, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",2680 MARGARET DR. RENO NV 89506,NV,WASHOE,775-762-2162,6
VEGAS VALLEY SENIOR CARE RESIDENCE,RESIDENTIAL FACILITY FOR GROUPS,8184-AGC-9,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,6085 S LAMB BLVD LAS VEGAS NV 89120,NV,CLARK,702-724-0218,10
VIEWCREST ADULT LIVING,RESIDENTIAL FACILITY FOR GROUPS,437-AGC-26,"MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",3921 KINGS ROW RENO NV 89503,NV,WASHOE,775-747-3416,7
VILLA COURT ASSISTED LIVING AND MEMORY CARE,RESIDENTIAL FACILITY FOR GROUPS,9444-AGC-2,"ASSISTED LIVING SERVICES, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",3985 SOUTH PEARL STREET LAS VEGAS NV 89121-7205,NV,CLARK,702-706-0036,64
VILLA COURT ASSISTED LIVING AND MEMORY CARE,RESIDENTIAL FACILITY FOR GROUPS,9454-AGC-2,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",4025 SOUTH PEARL STREET LAS VEGAS NV 89121,NV,CLARK,702-706-0036,40
VINEYARD MAINSTREET HENDERSON,RESIDENTIAL FACILITY FOR GROUPS,9308-AGC-0,ALZHEIMER DISEASE,2895 WEST HORIZON RIDGE PARKWAY HENDERSON NV 89052,NV,CLARK,919-909-7663,64
VISTA ADULT CARE,RESIDENTIAL FACILITY FOR GROUPS,4501-AGC-18,"CHRONIC ILLNESS, MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",1079 RICCO DRIVE SPARKS NV 89434,NV,WASHOE,775-359-3768,7
VISTA ADULT CARE AT WATERFIELD,RESIDENTIAL FACILITY FOR GROUPS,10342-AGC-0,"CHRONIC ILLNESS, MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",3056 WATERFIELD DRIVE SPARKS NV 89434-1627,NV,WASHOE,775-338-3886,7
VN SENIOR CARE FACILITY INC,RESIDENTIAL FACILITY FOR GROUPS,9685-AGC-2,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",2621 HOMESTEAD RD PAHRUMP NV 89048,NV,NYE,702-501-5144,10
WASHINGTON SENIOR GUEST HOME,RESIDENTIAL FACILITY FOR GROUPS,439-AGC-27,"CHRONIC ILLNESS, MENTAL ILLNESS",3709 W WASHINGTON AVE LAS VEGAS NV 89107,NV,CLARK,702-870-7157,8
WASHOE SENIOR LIVING I,RESIDENTIAL FACILITY FOR GROUPS,9071-AGC-2,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,4190 BISMARCK DRIVE RENO NV 89502,NV,WASHOE,775-688-9670,5
WASHOE SENIOR LIVING II,RESIDENTIAL FACILITY FOR GROUPS,8866-AGC-4,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,425 SONDRIO COURT RENO NV 89521,NV,WASHOE,775-688-9670,10
"WE CARE RESIDENTIAL HOME, LLC",RESIDENTIAL FACILITY FOR GROUPS,9026-AGC-3,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",3858 MOONGATE CIRCLE LAS VEGAS NV 89103,NV,CLARK,702-945-6682,10
WELBROOK GRAND MONTECITO LLC,RESIDENTIAL FACILITY FOR GROUPS,9216-AGC-1,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",6660 GRAND MONTECITO PARKWAY LAS VEGAS NV 89149,NV,CLARK,801-683-6565,46
WENTWORTH OF LAS VEGAS,RESIDENTIAL FACILITY FOR GROUPS,2489-AGC-42,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, CHRONIC ILLNESS, MENTAL ILLNESS",2620 LAKE SAHARA DR LAS VEGAS NV 89117,NV,CLARK,702-233-9800,150
WEST MORNING STAR CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,4486-AGC-16,"MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",7375 MOUNTAIN ASH DRIVE LAS VEGAS NV 89147,NV,CLARK,702-222-0858,8
WHISPERING HEIGHTS,RESIDENTIAL FACILITY FOR GROUPS,444-AGC-29,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,2397 EMPIRE RANCH ROAD CARSON CITY NV 89701,NV,CARSON CITY,775-885-8242,8
WICKER BASKET,RESIDENTIAL FACILITY FOR GROUPS,9723-AGC-0,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",3020 BEAUFORT COURT NORTH LAS VEGAS NV 89032,NV,CLARK,702-731-5941,10
WINDSONG CARE HOME L.L.C.,RESIDENTIAL FACILITY FOR GROUPS,8988-AGC-3,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",209 WINDSONG ST LAS VEGAS NV 89145,NV,CLARK,702-815-9998,10
WINWOOD HOME CARE LLC,RESIDENTIAL FACILITY FOR GROUPS,10076-AGC-0,"ALZHEIMER DISEASE, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",2516 WINWOOD STREET LAS VEGAS NV 89108,NV,CLARK,702-506-1415,16